"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
"14060",0,"tcp","imap4","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,15,1,1,0,0,0.07,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,"anomaly"
"14063",0,"tcp","http","SF",198,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,16,255,1,0,0.06,0.02,0,0,0,0,"normal"
"14066",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,"anomaly"
"14080",0,"tcp","time","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,18,1,1,0,0,0.08,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,"anomaly"
"14090",0,"udp","domain_u","SF",45,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,147,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,"normal"
"14097",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1,0,1,1,60,1,0,1,0.52,0,0,0,0,"anomaly"
"14100",21,"tcp","ftp","SF",89,345,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.02,0,0,0,0,0,0,"anomaly"
"14101",6,"tcp","smtp","SF",3077,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,224,172,0.64,0.02,0,0.01,0,0,0,0,"normal"
"14104",0,"tcp","other","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1,0.08,0,0.89,1,0,0.95,0,255,1,0,0.91,0,0,0.08,0,0.92,1,"anomaly"
"14107",0,"tcp","private","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.27,0.54,0,0,0,0.54,1,"anomaly"
"14113",0,"tcp","http","SF",293,1875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14129",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,1,0,1,1,79,1,0,1,0.51,0,0,0,0,"anomaly"
"14132",25,"tcp","ftp","SF",287,903,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,251,56,0.22,0.02,0,0,0,0,0,0,"normal"
"14140",0,"icmp","eco_i","SF",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,34,90,0.97,0.06,0.97,0.33,0,0,0,0,"normal"
"14159",0,"tcp","http","SF",228,3734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14170",0,"tcp","http","SF",249,8163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,0,0.19,128,255,1,0,0.01,0.04,0,0,0,0,"normal"
"14171",0,"tcp","imap4","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,6,0,0,1,1,0.03,0.06,0,255,6,0.02,0.07,0,0,0,0,1,1,"anomaly"
"14172",3924,"udp","other","SF",146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.78,0.97,0,0,0,0,0,"normal"
"14180",0,"tcp","hostnames","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"14186",0,"tcp","private","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.76,0.76,0,0,0,0.75,1,"anomaly"
"14188",0,"tcp","http","SF",232,3390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,1,0,0.1,33,255,1,0,0.03,0.01,0,0,0,0,"normal"
"14197",0,"tcp","http","SF",299,1792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,1,0,0.13,84,255,1,0,0.01,0.06,0,0,0,0,"normal"
"14199",0,"tcp","smtp","SF",746,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,143,0.56,0.02,0,0,0,0,0,0,"normal"
"14212",21767,"tcp","private","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.73,1,0,0,0,1,1,"anomaly"
"14215",0,"tcp","netbios_ns","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,1,1,1,0,0,0,0.06,0,255,1,0,0.07,0,0,1,1,0,0,"anomaly"
"14217",0,"tcp","http","SF",361,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,26,255,1,0,0.04,0.01,0,0,0,0,"normal"
"14229",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0,0,0,1,0,0,0,239,201,0.84,0.01,0,0,0,0,0.84,1,"normal"
"14233",0,"tcp","http","SF",329,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14246",0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,20,1,1,0,0,0.07,0.06,0,255,18,0.07,0.05,0,0,1,1,0,0,"anomaly"
"14262",0,"tcp","ftp_data","SF",10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,207,69,0.33,0.03,0.33,0,0,0,0,0,"normal"
"14271",0,"tcp","http","SF",364,471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14272",0,"tcp","ftp_data","SF",740,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,65,32,0.03,0.08,0.03,0.06,0,0,0,0,"normal"
"14281",0,"tcp","http","SF",346,1664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,12,255,1,0,0.08,0.05,0,0,0.33,0.47,"normal"
"14287",0,"tcp","courier","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,19,1,1,0,0,0.14,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,"anomaly"
"14292",0,"tcp","finger","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,7,1,1,0,0,0.03,0.07,0,255,7,0.03,0.08,0,0,1,1,0,0,"anomaly"
"14300",0,"tcp","other","SF",3468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0.05,0,0,0,0.05,0.32,0,144,1,0.01,0.08,0.35,0,0.02,0,0,0,"normal"
"14312",5,"tcp","smtp","SF",775,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,168,175,0.62,0.03,0.01,0.01,0,0,0,0,"normal"
"14314",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,0,0,1,1,0.06,0.09,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"14323",0,"tcp","smtp","SF",626,390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,61,214,0.89,0.07,0.02,0.01,0,0,0,0,"normal"
"14329",0,"tcp","other","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,"anomaly"
"14330",0,"tcp","systat","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,19,0,0,1,1,0.07,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1,"anomaly"
"14344",0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,142,0.56,0.02,0.56,0,0.01,0,0.02,0,"anomaly"
"14348",0,"tcp","login","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,18,0,0,1,1,0.13,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,"anomaly"
"14349",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,65,1,0,1,0.31,0,0,1,1,"normal"
"14354",0,"tcp","daytime","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,25,1,1,0,0,0.13,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,"anomaly"
"14362",0,"tcp","http","SF",247,1638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14363",0,"tcp","http","SF",212,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0.25,4,255,1,0,0.25,0.01,0,0,0,0,"normal"
"14377",0,"tcp","http","SF",341,1164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,84,255,1,0,0.01,0.07,0,0,0,0,"normal"
"14380",0,"tcp","http","SF",210,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0,"normal"
"14391",0,"tcp","http","SF",251,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.6,28,255,1,0,0.04,0.01,0,0,0,0,"normal"
"14400",0,"udp","domain_u","SF",43,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,0,1,0,0,255,224,0.88,0.01,0,0,0,0,0,0,"normal"
"14403",136,"tcp","http","SF",322,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,"normal"
"14409",0,"tcp","vmnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,19,1,1,0,0,0.08,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,"anomaly"
"14411",0,"tcp","ftp_data","SF",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,238,13,0.05,0.01,0.05,0,0.84,0,0,0,"normal"
"14413",0,"tcp","courier","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,5,1,1,0,0,0.04,0.06,0,255,5,0.02,0.06,0,0,1,1,0,0,"anomaly"
"14415",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,18,1,1,0,0,0.14,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,"anomaly"
"14422",0,"tcp","ftp_data","SF",252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.67,0.67,0,255,66,0.26,0.03,0.26,0,0,0,0,0,"normal"
"14426",25,"tcp","ftp","SF",264,892,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,37,3,0.08,0.08,0.03,0,0,0,0,0,"normal"
"14427",0,"tcp","http","SF",237,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,"normal"
"14430",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0.96,1,0.04,0,0.21,0.11,0,255,38,0.15,0.04,0,0,1,1,0,0,"anomaly"
"14432",0,"tcp","other","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.13,0,0.87,1,0,1,0,255,1,0,1,0,0,0.11,0,0.89,1,"anomaly"
"14435",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13,1,1,0,0,0.16,0.06,0,255,1,0,0.07,0,0,1,1,0,0,"anomaly"
"14437",0,"tcp","http","SF",163,1404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0.5,41,255,1,0,0.02,0.03,0,0,0,0,"normal"
"14440",0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,0,0,0,0,1,0,0,218,124,0.57,0.03,0.57,0,0.01,0,0.29,0,"anomaly"
"14441",0,"tcp","smtp","SF",598,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,54,168,0.87,0.07,0.02,0.01,0,0,0,0,"normal"
"14450",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,12,1,1,0,0,0.09,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,"anomaly"
"14460",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,20,1,1,0,0,0.1,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,"anomaly"
"14465",0,"udp","domain_u","SF",43,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,66,0,0,0,0,1,0,0.03,69,223,0.81,0.03,0.81,0.01,0,0,0.12,0,"normal"
"14467",0,"udp","domain_u","SF",133,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,296,0,0,0,0,1,0.01,0,186,153,0.82,0.01,0.42,0,0,0,0,0,"normal"
"14470",0,"udp","domain_u","SF",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,72,79,1,0,1,0.03,0,0,0,0,"normal"
"14497",0,"tcp","smtp","SF",1404,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13,175,0.54,0.23,0.08,0.01,0,0,0,0.01,"normal"
"14499",0,"tcp","http","SF",218,923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,169,255,1,0,0.01,0.01,0,0,0,0,"normal"
"14505",0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,22,0.09,0.25,0.09,0,0,0,0,0,"anomaly"
"14506",0,"tcp","http","SF",141,40380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0,"normal"
"14507",0,"tcp","http","SF",245,797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,238,255,1,0,0,0.03,0,0,0.15,0.2,"normal"
"14516",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,12,255,1,0,0.08,0.31,0,0,1,0.94,"normal"
"14517",0,"tcp","http","SF",319,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,41,0.05,0.02,0,0.02,1,0,0.1,134,255,1,0,0.01,0.02,0.01,0.01,0,0,"normal"
"14519",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,15,1,1,0,0,0.24,0.06,0,255,35,0.14,0.05,0.01,0,1,1,0,0,"anomaly"
"14524",618,"tcp","telnet","SF",497,2342,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,196,19,0.1,0.05,0.01,0,0.03,0.26,0,0,"normal"
"14529",0,"tcp","ftp_data","SF",192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,98,0.38,0.08,0.44,0,0.01,0.02,0,0,"normal"
"14531",0,"udp","private","SF",207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,6,6,1,0,1,0,0,0,0,0,"anomaly"
"14540",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,10,1,1,0,0,0.03,0.05,0,255,15,0.06,0.06,0,0,1,1,0,0,"anomaly"
"14542",0,"tcp","http","SF",301,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14550",0,"tcp","smtp","SF",1250,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.5,1,1,255,93,0.36,0.24,0,0,0,0,0,0,"normal"
"14553",0,"tcp","http_443","SH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,1,0,1,1,0,1,1,0,0,"anomaly"
"14557",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0.25,0.75,0,244,61,0.25,0.02,0,0,1,1,0,0,"anomaly"
"14558",0,"udp","domain_u","SF",34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,1,0,0.38,223,208,0.93,0.01,0,0,0,0,0,0,"normal"
"14566",0,"udp","private","SF",215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,245,205,0.84,0.01,0.84,0,0,0,0,0,"anomaly"
"14572",0,"tcp","http","SF",312,1293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,43,255,1,0,0.02,0.02,0,0,0,0,"normal"
"14573",0,"tcp","nnsp","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,0,1,1,0.07,0.09,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"14575",0,"tcp","http","SF",221,397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14577",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,43,238,1,0,0.02,0.24,0,0,1,1,"normal"
"14581",0,"tcp","http","SF",186,1263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,255,255,1,0,0,0,0,0,0,0,"normal"
"14584",0,"tcp","vmnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,8,1,1,0,0,0.03,0.07,0,255,8,0.03,0.08,0,0,1,1,0,0,"anomaly"
"14587",0,"tcp","iso_tsap","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,18,1,1,0,0,0.09,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,"anomaly"
"14590",0,"udp","domain_u","SF",42,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,154,0,0,0,0,1,0,0,255,226,0.89,0.01,0,0,0,0,0,0,"normal"
"14599",0,"tcp","sunrpc","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,1,1,0,0,0.02,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,"anomaly"
"14610",0,"tcp","http","SF",253,849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,"normal"
"14618",0,"tcp","http","SF",211,3369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,17,255,1,0,0.06,0.02,0,0,0,0,"normal"
"14623",0,"tcp","ftp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,5,1,1,0,0,0.02,0.07,0,255,5,0.02,0.07,0,0,1,1,0,0,"anomaly"
"14631",0,"icmp","ecr_i","SF",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,198,198,1,0,1,0,0,0,0,0,"normal"
"14634",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,18,1,1,0,0,0.06,0.04,0,255,18,0.07,0.05,0,0,1,1,0,0,"anomaly"
"14638",0,"udp","other","SF",147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.2,0.6,0,255,4,0.02,0.51,0.95,0,0,0,0,0,"normal"
"14639",0,"tcp","nnsp","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,0,0,1,1,0.03,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,"anomaly"
"14641",0,"udp","domain_u","SF",45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,"normal"
"14643",0,"tcp","http","SF",337,3360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14645",0,"icmp","eco_i","SF",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,139,1,0,1,0.25,0,0,0,0,"anomaly"
"14651",0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,1,0,0,255,54,0.21,0.02,0.21,0,0,0,0,0,"anomaly"
"14654",0,"udp","domain_u","SF",72,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,0,1,0,0,255,166,0.65,0.01,0.22,0,0,0,0,0,"normal"
"14656",0,"tcp","efs","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,25,1,1,0,0,0.17,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,"anomaly"
"14662",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,0.99,1,0,0,0.02,0.08,0,255,2,0.01,0.06,0,0,1,1,0,0,"anomaly"
"14666",0,"tcp","http","SF",326,10755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,76,255,1,0,0.01,0.03,0.01,0,0,0,"normal"
"14672",0,"tcp","hostnames","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,18,1,1,0,0,0.07,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,"anomaly"
"14673",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0.5,1,1,3,27,1,0,1,0.26,0,0,0,0,"anomaly"
"14675",0,"tcp","http","SF",225,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,49,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0,0,"normal"
"14677",0,"tcp","http","SF",343,1232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,1,0,0.18,44,255,1,0,0.02,0.04,0,0,0,0,"normal"
"14679",0,"icmp","ecr_i","SF",520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,"anomaly"
"14680",0,"udp","domain_u","SF",17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,4,3,0.75,0.5,0.25,0,0,0,0,0,"normal"
"14684",0,"tcp","Z39_50","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,8,1,1,0,0,0.03,0.06,0,255,8,0.03,0.06,0,0,1,1,0,0,"anomaly"
"14685",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,1,1,0,0,0.23,0.08,0,28,52,0.21,0.11,0.07,0.04,0.93,0.12,0,0,"anomaly"
"14694",0,"tcp","auth","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,12,0,0,1,1,0.04,0.06,0,255,12,0.05,0.07,0,0,0,0,1,1,"anomaly"
"14706",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,3,1,1,0,0,0.02,0.07,0,219,3,0.01,0.08,0,0,0.94,1,0,0,"anomaly"
"14712",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,24,1,1,0,0,0.08,0.04,0,255,24,0.09,0.05,0,0,1,1,0,0,"anomaly"
"14724",0,"tcp","http","SF",212,4405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.02,0,0,0,0,"normal"
"14725",0,"tcp","http","SF",315,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14726",0,"tcp","http","SF",187,30606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,255,1,0,0,0,0,0,0,0,"normal"
"14730",0,"tcp","http","SF",347,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"14742",0,"tcp","http","SF",307,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,236,0.93,0.02,0,0,0,0,0,0,"normal"
"14745",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,1,0,1,4,16,1,0,1,0.25,0,0,0,0,"anomaly"
"14746",0,"tcp","http","SF",309,475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,221,255,1,0,0,0.02,0,0,0,0,"normal"
"14752",25420,"tcp","private","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.62,1,0,0,0,1,1,"anomaly"
"14754",0,"tcp","http","SF",343,11202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,18,0.33,0.06,0,0,1,0,0.11,255,255,1,0,0,0,0.01,0.01,0,0,"normal"
