"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
"9169",17944,"tcp","other","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.73,1,0,0,0,1,1,"anomaly"
"9170",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,14,0,0,1,1,0.05,0.06,0,255,14,0.05,0.08,0,0,0,0,1,1,"anomaly"
"9171",0,"udp","other","SF",147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.33,0.67,0,255,4,0.02,0.75,0.98,0,0,0,0,0,"normal"
"9174",21747,"tcp","private","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.74,1,0,0,0,1,1,"anomaly"
"9175",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,1,1,0,0,0.04,0.07,0,255,9,0.04,0.06,0,0,1,1,0,0,"anomaly"
"9176",0,"tcp","gopher","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,10,0,0,1,1,0.1,0.06,0,255,10,0.04,0.07,0,0,0,0,1,1,"anomaly"
"9177",0,"tcp","efs","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,1,1,0,0,0.03,0.07,0,255,3,0.01,0.06,0,0,1,1,0,0,"anomaly"
"9179",0,"tcp","http","SF",285,404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,26,255,1,0,0.04,0.04,0,0,0,0,"normal"
"9180",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,11,1,1,0,0,0.09,0.07,0,255,2,0.01,0.06,0,0,1,1,0,0,"anomaly"
"9181",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,223,1,0,1,0.13,0,0,1,1,"normal"
"9182",0,"tcp","ftp_data","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,19,1,0.95,0,0,0.08,0.06,0.11,255,4,0.02,0.07,0,0,1,1,0,0,"anomaly"
"9183",0,"tcp","http","SF",218,928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,65,255,1,0,0.02,0.01,0,0,0,0.02,"normal"
"9186",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,4,1,1,0,0,0.02,0.06,0,255,19,0.07,0.08,0,0,1,1,0,0,"anomaly"
"9187",1,"tcp","smtp","SF",2097,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,61,209,0.84,0.07,0.02,0.01,0,0,0,0,"normal"
"9188",0,"tcp","ftp_data","SF",641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,108,56,0.1,0.16,0.19,0.04,0.03,0.02,0,0,"normal"
"9190",0,"icmp","eco_i","SF",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,20,1,0,1,1,0,0,0,0,"anomaly"
"9191",0,"tcp","http","SF",207,9092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.33,0.25,0,0,1,0,0.5,255,255,1,0,0,0,0.01,0.01,0,0,"normal"
"9192",0,"tcp","http","SF",265,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.4,7,255,1,0,0.14,0.06,0,0,0,0,"normal"
"9193",0,"udp","domain_u","SF",46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,1,0,0.1,255,254,1,0.01,0.01,0,0,0,0,0,"normal"
"9194",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.05,0,0,1,1,0,0,"anomaly"
"9195",0,"tcp","http","SF",204,1123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,42,255,1,0,0.02,0.04,0,0.01,0.02,0,"normal"
"9197",0,"tcp","smtp","SF",1224,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,245,152,0.62,0.09,0,0,0,0,0,0,"normal"
"9198",0,"tcp","http","SF",303,7208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"9200",0,"tcp","http","S1",313,21900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,177,255,1,0,0.01,0.01,0.02,0.01,0.01,0,"normal"
"9201",0,"tcp","ftp_data","SF",501760,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,51,12,0.24,0.06,0.24,0,0,0,0,0,"normal"
"9204",0,"tcp","gopher","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,9,1,1,0,0,0.05,0.06,0,255,9,0.04,0.05,0,0,1,1,0,0,"anomaly"
"9206",0,"udp","domain_u","SF",42,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,0,0,0,0,1,0,0.01,255,206,0.81,0.02,0,0,0,0,0,0,"normal"
"9208",0,"tcp","http","SF",264,13096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,234,0.92,0.02,0,0,0,0,0,0,"normal"
"9209",0,"tcp","ftp_data","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,"anomaly"
"9210",0,"tcp","finger","SF",10,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,144,3,0.02,0.05,0.01,0,0,0,0,0,"normal"
"9211",21,"tcp","ftp","SF",234,767,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,62,24,0.39,0.05,0.02,0,0,0,0,0,"normal"
"9212",0,"tcp","csnet_ns","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,18,0,0,1,1,0.08,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,"anomaly"
"9214",0,"udp","private","SF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0.75,0.38,0,255,6,0.02,0.35,0.85,0,0,0,0.15,0,"anomaly"
"9215",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,1,1,0,0,0.14,0.21,0,255,12,0.05,0.08,0,0,1,1,0,0,"anomaly"
"9216",0,"tcp","http","SF",228,766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,1,0,0.14,255,255,1,0,0,0,0,0,0,0,"normal"
"9218",0,"tcp","ftp_data","SF",8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,45,13,0.29,0.07,0.29,0,0,0,0,0,"normal"
"9219",0,"tcp","netbios_ssn","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,5,0,0,1,1,0.04,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"9220",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,19,1,1,0,0,0.13,0.05,0,255,5,0.02,0.07,0,0,1,1,0,0,"anomaly"
"9221",0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,39,0.15,0.04,0.15,0,0.27,0,0.02,0,"anomaly"
"9222",28,"tcp","ftp","SF",942,2713,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,245,66,0.27,0.03,0,0,0,0,0,0,"normal"
"9223",0,"tcp","login","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,11,1,1,0,0,0.15,0.07,0,255,11,0.04,0.06,0,0,1,1,0,0,"anomaly"
"9224",0,"tcp","http","SF",345,9146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,0,0.08,0.17,0.08,1,0,0.15,255,255,1,0,0,0,0,0,0,0,"normal"
"9226",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,12,1,1,0,0,0.04,0.05,0,255,1,0,0.07,0,0,1,1,0,0,"anomaly"
"9228",0,"tcp","domain","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,5,1,1,0,0,0.02,0.05,0,255,5,0.02,0.05,0,0,1,1,0,0,"anomaly"
"9229",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,11,1,1,0,0,0.08,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,"anomaly"
"9231",0,"tcp","nntp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.07,0,0,0,0,1,1,"anomaly"
"9232",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,1,1,0,0,0.52,0.1,0,255,61,0.24,0.04,0,0,1,1,0,0,"anomaly"
"9235",0,"udp","domain_u","SF",46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,0,0,0,0,1,0,0,255,199,0.78,0.01,0.01,0,0,0,0,0,"normal"
"9237",0,"tcp","gopher","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,12,0,0,1,1,0.11,0.06,0,255,12,0.05,0.08,0,0,0,0,1,1,"anomaly"
"9239",0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,1,1,1,0,0,0,0.06,0,255,1,0,0.08,0,0,1,1,0,0,"anomaly"
"9240",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,18,1,1,0,0,0.07,0.06,0,255,18,0.07,0.08,0,0,1,1,0,0,"anomaly"
"9242",0,"tcp","netbios_ssn","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,"anomaly"
"9243",0,"udp","domain_u","SF",46,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,269,0,0,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,0,0,"normal"
"9244",0,"tcp","http","SF",207,5971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,"normal"
"9245",0,"tcp","http_443","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,13,1,1,0,0,0.1,0.07,0,255,13,0.05,0.06,0,0,1,1,0,0,"anomaly"
"9246",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,1,1,0,0,0.04,0.07,0,255,5,0.02,0.06,0,0,1,1,0,0,"anomaly"
"9247",0,"tcp","other","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.19,0,0.81,1,0,1,0,255,1,0,1,0,0,0.15,0,0.85,1,"anomaly"
"9248",0,"udp","private","SF",215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,121,105,0.87,0.02,0.87,0,0,0,0,0,"anomaly"
"9249",0,"tcp","domain","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,5,1,1,0,0,0.02,0.05,0,255,5,0.02,0.07,0,0,1,1,0,0,"anomaly"
"9250",831,"tcp","other","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.73,1,0,0,0,1,1,"anomaly"
"9252",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,1,0,1,1,101,1,0,1,0.26,0,0,0,0,"anomaly"
"9253",0,"udp","private","SF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.12,0.38,0,255,1,0,0.5,0.65,0,0,0,0.35,0,"anomaly"
"9254",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,8,0,0,1,1,0.14,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,"anomaly"
"9255",0,"tcp","http","SF",205,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,"normal"
"9256",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,1,0,0,0.01,0.07,0,255,19,0.07,0.07,0,0,1,1,0,0,"anomaly"
"9257",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,18,1,1,0,0,0.14,0.07,0,72,18,0.25,0.11,0.01,0,1,1,0,0,"anomaly"
"9258",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2,1,1,0,0,0.02,0.06,0,85,18,0.21,0.13,0.01,0,1,1,0,0,"anomaly"
"9260",0,"tcp","time","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,4,1,1,0,0,0.01,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,"anomaly"
"9261",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8,0.99,1,0,0,0.07,0.07,0,255,8,0.03,0.06,0,0,1,1,0,0,"anomaly"
"9262",0,"tcp","http","SF",203,1792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,1,0,0,32,255,1,0,0.03,0.02,0,0,0,0,"normal"
"9263",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,18,1,1,0,0,0.13,0.05,0,255,31,0.12,0.05,0,0,1,1,0,0,"anomaly"
"9265",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,1,1,0.32,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"9266",0,"tcp","http","SF",302,1509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,15,255,1,0,0.07,0.03,0,0,0,0,"normal"
"9268",0,"udp","domain_u","SF",46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,0,0,0,1,0,0,255,202,0.79,0.01,0,0,0,0,0,0,"normal"
"9270",0,"tcp","smtp","SF",2180,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,37,246,0.97,0.05,0.03,0.02,0,0,0,0,"normal"
"9271",0,"udp","domain_u","SF",46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.75,16,15,0.94,0.12,0.06,0,0,0,0,0,"normal"
"9272",0,"tcp","http","SF",203,56215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,7,255,1,0,0.14,0.08,0,0,0,0,"normal"
"9274",0,"tcp","http","SF",271,349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,26,255,1,0,0.04,0.04,0,0,0,0,"normal"
"9275",0,"tcp","http","SF",241,34537,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0.5,0,0,1,0,0.75,255,255,1,0,0,0,0,0,0,0,"normal"
"9276",0,"tcp","time","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,16,1,1,0,0,0.13,0.06,0,255,16,0.06,0.08,0,0,1,1,0,0,"anomaly"
"9277",0,"tcp","courier","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,6,0,0,1,1,0.05,0.07,0,255,6,0.02,0.08,0,0,0,0,1,1,"anomaly"
"9278",0,"tcp","http","SF",256,1333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,43,255,1,0,0.02,0.02,0,0,0,0,"normal"
"9279",0,"tcp","name","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,"anomaly"
"9280",0,"tcp","http","SF",353,769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0.29,105,255,1,0,0.01,0.02,0,0,0,0,"normal"
"9281",0,"tcp","http","SF",218,3089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,53,255,1,0,0.02,0.05,0,0,0,0,"normal"
"9282",0,"tcp","daytime","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.06,0,0,1,1,0,0,"anomaly"
"9283",0,"tcp","http","SF",243,13335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,31,255,1,0,0.03,0.06,0,0,0,0,"normal"
"9285",0,"tcp","kshell","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,24,1,1,0,0,0.18,0.04,0,255,24,0.09,0.05,0,0,1,1,0,0,"anomaly"
"9286",0,"tcp","ftp_data","SF",12286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,14,95,0.93,0.14,0.93,0.03,0,0,0,0,"normal"
"9287",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,1,1,0,0,0.21,0.09,0,125,32,0.25,0.03,0.03,0.06,0.98,0.91,0,0,"anomaly"
"9288",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,1,0,1,2,86,1,0,1,0.5,0,0,0,0,"anomaly"
"9289",13918,"tcp","other","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.68,1,0,0,0,1,1,"anomaly"
"9290",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,1,0.93,0,0.07,0.52,0.07,0.13,187,54,0.29,0.02,0.01,0,1,1,0,0,"anomaly"
"9292",0,"tcp","http","SF",161,4297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.03,0,0,0,0,"normal"
"9293",0,"tcp","http","SF",224,2649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,"normal"
"9294",0,"tcp","http","SF",224,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,112,255,1,0,0.01,0.01,0,0.01,0,0,"normal"
"9295",11,"tcp","sunrpc","SF",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.02,0,0.97,0,0,1,0,255,1,0,1,0,0,0.02,0,0.96,0,"anomaly"
"9297",0,"tcp","discard","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,"anomaly"
"9299",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0.99,1,0,0,0.01,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,"anomaly"
"9300",0,"tcp","http","SF",354,9059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,1,0,0.14,179,255,1,0,0.01,0.03,0,0,0,0,"normal"
"9302",0,"tcp","Z39_50","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1,1,1,0,0,0,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,"anomaly"
"9304",0,"icmp","eco_i","SF",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,213,1,0,0.07,0,0,0,0,0,0,"normal"
"9305",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,7,1,1,0,0,0.05,0.06,0,255,17,0.07,0.08,0,0,1,1,0,0,"anomaly"
"9307",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,11,1,1,0,0,0.08,0.06,0,255,7,0.03,0.06,0,0,1,1,0,0,"anomaly"
"9308",0,"tcp","finger","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,1,1,0,0,0.25,0.08,0,255,58,0.23,0.04,0,0,1,1,0,0,"anomaly"
"9309",0,"udp","private","SF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,19,0,0,0,0,0.29,0.08,0,255,42,0.16,0.22,1,0,0,0,0,0,"anomaly"
"9311",0,"tcp","auth","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,19,1,1,0,0,0.07,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,"anomaly"
"9313",0,"tcp","http","SF",386,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,1,0,0.1,255,255,1,0,0.01,0,0,0,0,0,"normal"
"9317",0,"tcp","ftp_data","SF",245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.67,0.67,0,214,66,0.17,0.03,0.17,0.03,0,0,0,0,"normal"
"9318",0,"tcp","Z39_50","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1,1,1,0,0,0,0.05,0,255,1,0,0.05,0,0,1,1,0,0,"anomaly"
"9319",0,"tcp","http","SF",240,1469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,66,255,1,0,0.02,0.02,0,0,0,0,"normal"
"9320",0,"udp","private","SF",215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,235,195,0.83,0.01,0.83,0,0,0,0,0,"anomaly"
"9321",0,"udp","domain_u","SF",34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,4,3,0.75,0.5,0.25,0,0,0,0,0,"normal"
"9322",0,"tcp","http","SF",254,3497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0,"normal"
"9323",0,"icmp","eco_i","SF",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,37,90,0.97,0.05,0.97,0.31,0,0,0,0,"normal"
"9324",0,"tcp","other","SF",4539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,1,0.05,0,0,0,0.05,0.29,0,255,1,0,0.04,0.22,0,0,0,0,0,"normal"
"9325",0,"tcp","ftp_data","SF",1153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,173,52,0.3,0.03,0.3,0,0,0,0,0,"normal"
"9326",0,"icmp","urp_i","SF",182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,36,0.14,0.01,0.16,0,0,0,0,0,"normal"
"9327",0,"tcp","gopher","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,"anomaly"
"9329",0,"udp","domain_u","SF",44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,135,0,0,0,0,1,0,0.01,255,228,0.89,0.01,0.01,0,0,0,0,0,"normal"
"9332",0,"udp","domain_u","SF",42,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,158,0,0,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,0,0,"normal"
"9333",0,"tcp","ftp_data","SF",15377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,157,49,0.17,0.45,0.17,0.04,0,0,0.42,0.02,"normal"
"9335",0,"tcp","http","SF",289,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"9336",0,"icmp","ecr_i","SF",1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,92,8,0.09,0.04,0.09,0,0,0,0,0,"anomaly"
"9338",2713,"udp","other","SF",147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,3,0.01,0.78,0.99,0,0,0,0,0,"normal"
"9339",0,"tcp","efs","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,21,1,1,0,0,0.14,0.05,0,255,21,0.08,0.05,0,0,1,1,0,0,"anomaly"
"9341",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,1,1,0,0,0.22,0.06,0,255,58,0.23,0.02,0.02,0,1,1,0,0,"anomaly"
"9342",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5,1,1,0,0,0.02,0.05,0,168,5,0.03,0.07,0.01,0,0.99,1,0,0,"anomaly"
"9343",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,"anomaly"
"9344",0,"tcp","http","SF",215,1644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,13,255,1,0,0.08,0.04,0,0,0,0,"normal"
"9345",0,"tcp","http","SF",258,406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,41,0,0,0,0,1,0,0.05,255,255,1,0,0,0,0,0,0,0,"normal"
